date,sku_id,category,region,quantity_sold
2025-06-01,SKU057,Furniture,South,92
2025-07-01,SKU057,Furniture,South,85
2025-08-01,SKU057,Furniture,South,100
2025-09-01,SKU057,Furniture,South,78
2025-10-01,SKU057,Furniture,South,101
2025-11-01,SKU057,Furniture,South,84
2025-12-01,SKU057,Furniture,South,100
2025-01-01,SKU058,Grocery,North,417
2025-02-01,SKU058,Grocery,North,454
2025-03-01,SKU058,Grocery,North,479
2025-04-01,SKU058,Grocery,North,491
2025-05-01,SKU058,Grocery,North,478
2025-06-01,SKU058,Grocery,North,485
2025-07-01,SKU058,Grocery,North,499
2025-08-01,SKU058,Grocery,North,423
2025-09-01,SKU058,Grocery,North,457
2025-10-01,SKU058,Grocery,North,460
2025-11-01,SKU058,Grocery,North,445
2025-12-01,SKU058,Grocery,North,482
2025-01-01,SKU059,Clothing,West,342
2025-02-01,SKU059,Clothing,West,384
2025-03-01,SKU059,Clothing,West,384
2025-04-01,SKU059,Clothing,West,423
2025-05-01,SKU059,Clothing,West,443
2025-06-01,SKU059,Clothing,West,421
2025-07-01,SKU059,Clothing,West,394
2025-08-01,SKU059,Clothing,West,393
2025-09-01,SKU059,Clothing,West,398
2025-10-01,SKU059,Clothing,West,398
2025-11-01,SKU059,Clothing,West,379
2025-12-01,SKU059,Clothing,West,420
2025-01-01,SKU060,Home,East,248
2025-02-01,SKU060,Home,East,284
2025-03-01,SKU060,Home,East,280
2025-04-01,SKU060,Home,East,311
2025-05-01,SKU060,Home,East,300
2025-06-01,SKU060,Home,East,290
2025-07-01,SKU060,Home,East,280
2025-08-01,SKU060,Home,East,287
2025-09-01,SKU060,Home,East,270
2025-10-01,SKU060,Home,East,273
2025-11-01,SKU060,Home,East,283
2025-12-01,SKU060,Home,East,294
2025-01-01,SKU061,Electronics,South,140
2025-02-01,SKU061,Electronics,South,146
2025-03-01,SKU061,Electronics,South,141
2025-04-01,SKU061,Electronics,South,165
2025-05-01,SKU061,Electronics,South,150
2025-06-01,SKU061,Electronics,South,156
2025-07-01,SKU061,Electronics,South,181
2025-08-01,SKU061,Electronics,South,144
2025-09-01,SKU061,Electronics,South,156
2025-10-01,SKU061,Electronics,South,134
2025-11-01,SKU061,Electronics,South,146
2025-12-01,SKU061,Electronics,South,177
2025-01-01,SKU062,Furniture,North,164
2025-02-01,SKU062,Furniture,North,191
2025-03-01,SKU062,Furniture,North,213
2025-04-01,SKU062,Furniture,North,220
2025-05-01,SKU062,Furniture,North,202
2025-06-01,SKU062,Furniture,North,223
2025-07-01,SKU062,Furniture,North,184
2025-08-01,SKU062,Furniture,North,212
2025-09-01,SKU062,Furniture,North,178
2025-10-01,SKU062,Furniture,North,192
2025-11-01,SKU062,Furniture,North,213
2025-12-01,SKU062,Furniture,North,214
2025-01-01,SKU063,Grocery,West,358
2025-02-01,SKU063,Grocery,West,376
2025-03-01,SKU063,Grocery,West,398
2025-04-01,SKU063,Grocery,West,416
2025-05-01,SKU063,Grocery,West,419
2025-06-01,SKU063,Grocery,West,409
2025-07-01,SKU063,Grocery,West,386
2025-08-01,SKU063,Grocery,West,367
2025-09-01,SKU063,Grocery,West,365
2025-10-01,SKU063,Grocery,West,358
2025-11-01,SKU063,Grocery,West,353
2025-12-01,SKU063,Grocery,West,394
2025-01-01,SKU064,Clothing,East,401
2025-02-01,SKU064,Clothing,East,456
2025-03-01,SKU064,Clothing,East,467
2025-04-01,SKU064,Clothing,East,491
2025-05-01,SKU064,Clothing,East,486
2025-06-01,SKU064,Clothing,East,479
2025-07-01,SKU064,Clothing,East,475
2025-08-01,SKU064,Clothing,East,442
2025-09-01,SKU064,Clothing,East,440
2025-10-01,SKU064,Clothing,East,434
2025-11-01,SKU064,Clothing,East,449
2025-12-01,SKU064,Clothing,East,476
2025-01-01,SKU065,Home,South,178
2025-02-01,SKU065,Home,South,202
2025-03-01,SKU065,Home,South,175
2025-04-01,SKU065,Home,South,191
2025-05-01,SKU065,Home,South,224
2025-06-01,SKU065,Home,South,208
2025-07-01,SKU065,Home,South,223
2025-08-01,SKU065,Home,South,198
2025-09-01,SKU065,Home,South,189
2025-10-01,SKU065,Home,South,209
2025-11-01,SKU065,Home,South,206
2025-12-01,SKU065,Home,South,203
2025-01-01,SKU066,Electronics,North,393
2025-02-01,SKU066,Electronics,North,417
2025-03-01,SKU066,Electronics,North,448
2025-04-01,SKU066,Electronics,North,453
2025-05-01,SKU066,Electronics,North,457
2025-06-01,SKU066,Electronics,North,444
2025-07-01,SKU066,Electronics,North,418
2025-08-01,SKU066,Electronics,North,429
2025-09-01,SKU066,Electronics,North,404
2025-10-01,SKU066,Electronics,North,412
2025-11-01,SKU066,Electronics,North,431
2025-12-01,SKU066,Electronics,North,427
2025-01-01,SKU067,Furniture,West,139
2025-02-01,SKU067,Furniture,West,151
2025-03-01,SKU067,Furniture,West,147
2025-04-01,SKU067,Furniture,West,157
2025-05-01,SKU067,Furniture,West,157
2025-06-01,SKU067,Furniture,West,157
2025-07-01,SKU067,Furniture,West,161
2025-08-01,SKU067,Furniture,West,159
2025-09-01,SKU067,Furniture,West,171
2025-10-01,SKU067,Furniture,West,141
2025-11-01,SKU067,Furniture,West,170
2025-12-01,SKU067,Furniture,West,164
2025-01-01,SKU068,Grocery,East,391
2025-02-01,SKU068,Grocery,East,411
2025-03-01,SKU068,Grocery,East,429
2025-04-01,SKU068,Grocery,East,436
2025-05-01,SKU068,Grocery,East,441
2025-06-01,SKU068,Grocery,East,447
2025-07-01,SKU068,Grocery,East,425
2025-08-01,SKU068,Grocery,East,407
2025-09-01,SKU068,Grocery,East,409
2025-10-01,SKU068,Grocery,East,411
2025-11-01,SKU068,Grocery,East,403
2025-12-01,SKU068,Grocery,East,448
2025-01-01,SKU069,Clothing,South,84
2025-02-01,SKU069,Clothing,South,80
2025-03-01,SKU069,Clothing,South,109
2025-04-01,SKU069,Clothing,South,115
2025-05-01,SKU069,Clothing,South,107
2025-06-01,SKU069,Clothing,South,97
2025-07-01,SKU069,Clothing,South,90
2025-08-01,SKU069,Clothing,South,87
2025-09-01,SKU069,Clothing,South,122
2025-10-01,SKU069,Clothing,South,105
2025-11-01,SKU069,Clothing,South,86
2025-12-01,SKU069,Clothing,South,104
2025-01-01,SKU070,Home,North,166
2025-02-01,SKU070,Home,North,188
2025-03-01,SKU070,Home,North,201
2025-04-01,SKU070,Home,North,214
2025-05-01,SKU070,Home,North,222
2025-06-01,SKU070,Home,North,210
2025-07-01,SKU070,Home,North,195
2025-08-01,SKU070,Home,North,211
2025-09-01,SKU070,Home,North,192
2025-10-01,SKU070,Home,North,197
2025-11-01,SKU070,Home,North,208
2025-12-01,SKU070,Home,North,214
2025-01-01,SKU071,Electronics,West,249
2025-02-01,SKU071,Electronics,West,276
2025-03-01,SKU071,Electronics,West,288
2025-04-01,SKU071,Electronics,West,312
2025-05-01,SKU071,Electronics,West,330
2025-06-01,SKU071,Electronics,West,288
2025-07-01,SKU071,Electronics,West,280
2025-08-01,SKU071,Electronics,West,289
2025-09-01,SKU071,Electronics,West,278
2025-10-01,SKU071,Electronics,West,293
2025-11-01,SKU071,Electronics,West,287
2025-12-01,SKU071,Electronics,West,291
2025-01-01,SKU072,Furniture,East,221
2025-02-01,SKU072,Furniture,East,249
2025-03-01,SKU072,Furniture,East,252
2025-04-01,SKU072,Furniture,East,260
2025-05-01,SKU072,Furniture,East,251
2025-06-01,SKU072,Furniture,East,252
2025-07-01,SKU072,Furniture,East,242
2025-08-01,SKU072,Furniture,East,252
2025-09-01,SKU072,Furniture,East,252
2025-10-01,SKU072,Furniture,East,239
2025-11-01,SKU072,Furniture,East,250
2025-12-01,SKU072,Furniture,East,260
2025-01-01,SKU073,Grocery,South,166
2025-02-01,SKU073,Grocery,South,177
2025-03-01,SKU073,Grocery,South,179
2025-04-01,SKU073,Grocery,South,188
2025-05-01,SKU073,Grocery,South,199
2025-06-01,SKU073,Grocery,South,168
2025-07-01,SKU073,Grocery,South,181
2025-08-01,SKU073,Grocery,South,175
2025-09-01,SKU073,Grocery,South,180
2025-10-01,SKU073,Grocery,South,155
2025-11-01,SKU073,Grocery,South,194
2025-12-01,SKU073,Grocery,South,189
2025-01-01,SKU074,Clothing,North,419
2025-02-01,SKU074,Clothing,North,431
2025-03-01,SKU074,Clothing,North,443
2025-04-01,SKU074,Clothing,North,467
2025-05-01,SKU074,Clothing,North,485
2025-06-01,SKU074,Clothing,North,476
2025-07-01,SKU074,Clothing,North,460
2025-08-01,SKU074,Clothing,North,431
2025-09-01,SKU074,Clothing,North,438
2025-10-01,SKU074,Clothing,North,442
2025-11-01,SKU074,Clothing,North,436
2025-12-01,SKU074,Clothing,North,469
2025-01-01,SKU075,Home,West,192
2025-02-01,SKU075,Home,West,218
2025-03-01,SKU075,Home,West,244
2025-04-01,SKU075,Home,West,231
2025-05-01,SKU075,Home,West,227
2025-06-01,SKU075,Home,West,252
2025-07-01,SKU075,Home,West,206
2025-08-01,SKU075,Home,West,189
2025-09-01,SKU075,Home,West,216
2025-10-01,SKU075,Home,West,205
2025-11-01,SKU075,Home,West,206
2025-12-01,SKU075,Home,West,239
2025-01-01,SKU076,Electronics,East,200
2025-02-01,SKU076,Electronics,East,233
2025-03-01,SKU076,Electronics,East,241
2025-04-01,SKU076,Electronics,East,247
2025-05-01,SKU076,Electronics,East,241
2025-06-01,SKU076,Electronics,East,260
2025-07-01,SKU076,Electronics,East,221
2025-08-01,SKU076,Electronics,East,212
2025-09-01,SKU076,Electronics,East,233
2025-10-01,SKU076,Electronics,East,232
2025-11-01,SKU076,Electronics,East,233
2025-12-01,SKU076,Electronics,East,239
2025-01-01,SKU077,Furniture,South,370
2025-02-01,SKU077,Furniture,South,380
2025-03-01,SKU077,Furniture,South,412
2025-04-01,SKU077,Furniture,South,418
2025-05-01,SKU077,Furniture,South,425
2025-06-01,SKU077,Furniture,South,412
2025-07-01,SKU077,Furniture,South,411
2025-08-01,SKU077,Furniture,South,397
2025-09-01,SKU077,Furniture,South,386
2025-10-01,SKU077,Furniture,South,389
2025-11-01,SKU077,Furniture,South,382
2025-12-01,SKU077,Furniture,South,420
2025-01-01,SKU078,Grocery,North,258
2025-02-01,SKU078,Grocery,North,262
2025-03-01,SKU078,Grocery,North,277
2025-04-01,SKU078,Grocery,North,310
2025-05-01,SKU078,Grocery,North,287
2025-06-01,SKU078,Grocery,North,304
2025-07-01,SKU078,Grocery,North,297
2025-08-01,SKU078,Grocery,North,270
2025-09-01,SKU078,Grocery,North,286
2025-10-01,SKU078,Grocery,North,256
2025-11-01,SKU078,Grocery,North,289
2025-12-01,SKU078,Grocery,North,301
2025-01-01,SKU079,Clothing,West,283
2025-02-01,SKU079,Clothing,West,279
2025-03-01,SKU079,Clothing,West,306
2025-04-01,SKU079,Clothing,West,345
2025-05-01,SKU079,Clothing,West,347
2025-06-01,SKU079,Clothing,West,338
2025-07-01,SKU079,Clothing,West,311
2025-08-01,SKU079,Clothing,West,311
2025-09-01,SKU079,Clothing,West,305
2025-10-01,SKU079,Clothing,West,292
2025-11-01,SKU079,Clothing,West,334
2025-12-01,SKU079,Clothing,West,344
2025-01-01,SKU080,Home,East,282
2025-02-01,SKU080,Home,East,292
2025-03-01,SKU080,Home,East,312
2025-04-01,SKU080,Home,East,341
2025-05-01,SKU080,Home,East,337
2025-06-01,SKU080,Home,East,313
2025-07-01,SKU080,Home,East,319
2025-08-01,SKU080,Home,East,306
2025-09-01,SKU080,Home,East,318
2025-10-01,SKU080,Home,East,315
2025-11-01,SKU080,Home,East,290
2025-12-01,SKU080,Home,East,336
2025-01-01,SKU081,Electronics,South,288
2025-02-01,SKU081,Electronics,South,311
2025-03-01,SKU081,Electronics,South,313
2025-04-01,SKU081,Electronics,South,343
2025-05-01,SKU081,Electronics,South,333
2025-06-01,SKU081,Electronics,South,338
2025-07-01,SKU081,Electronics,South,315
2025-08-01,SKU081,Electronics,South,322
2025-09-01,SKU081,Electronics,South,305
2025-10-01,SKU081,Electronics,South,327
2025-11-01,SKU081,Electronics,South,306
2025-12-01,SKU081,Electronics,South,330
2025-01-01,SKU082,Furniture,North,83
2025-02-01,SKU082,Furniture,North,92
2025-03-01,SKU082,Furniture,North,99
2025-04-01,SKU082,Furniture,North,111
2025-05-01,SKU082,Furniture,North,113
2025-06-01,SKU082,Furniture,North,98
2025-07-01,SKU082,Furniture,North,102
2025-08-01,SKU082,Furniture,North,124
2025-09-01,SKU082,Furniture,North,117
2025-10-01,SKU082,Furniture,North,102
2025-11-01,SKU082,Furniture,North,100
2025-12-01,SKU082,Furniture,North,107
2025-01-01,SKU083,Grocery,West,265
2025-02-01,SKU083,Grocery,West,295
2025-03-01,SKU083,Grocery,West,301
2025-04-01,SKU083,Grocery,West,323
2025-05-01,SKU083,Grocery,West,326
2025-06-01,SKU083,Grocery,West,329
2025-07-01,SKU083,Grocery,West,314
2025-08-01,SKU083,Grocery,West,310
2025-09-01,SKU083,Grocery,West,302
2025-10-01,SKU083,Grocery,West,311
2025-11-01,SKU083,Grocery,West,318
2025-12-01,SKU083,Grocery,West,335
2025-01-01,SKU084,Clothing,East,242
2025-02-01,SKU084,Clothing,East,283
2025-03-01,SKU084,Clothing,East,256
2025-04-01,SKU084,Clothing,East,270
2025-05-01,SKU084,Clothing,East,290
2025-06-01,SKU084,Clothing,East,248
2025-07-01,SKU084,Clothing,East,275
2025-08-01,SKU084,Clothing,East,255
2025-09-01,SKU084,Clothing,East,234
2025-10-01,SKU084,Clothing,East,229
2025-11-01,SKU084,Clothing,East,245
2025-12-01,SKU084,Clothing,East,240
2025-01-01,SKU085,Home,South,92
2025-02-01,SKU085,Home,South,112
2025-03-01,SKU085,Home,South,119
2025-04-01,SKU085,Home,South,120
2025-05-01,SKU085,Home,South,111
2025-06-01,SKU085,Home,South,107
2025-07-01,SKU085,Home,South,112
2025-08-01,SKU085,Home,South,122
2025-09-01,SKU085,Home,South,112
2025-10-01,SKU085,Home,South,102
2025-11-01,SKU085,Home,South,119
2025-12-01,SKU085,Home,South,82
2025-01-01,SKU086,Electronics,North,149
2025-02-01,SKU086,Electronics,North,178
2025-03-01,SKU086,Electronics,North,189
2025-04-01,SKU086,Electronics,North,189
2025-05-01,SKU086,Electronics,North,201
2025-06-01,SKU086,Electronics,North,173
2025-07-01,SKU086,Electronics,North,196
2025-08-01,SKU086,Electronics,North,168
2025-09-01,SKU086,Electronics,North,154
2025-10-01,SKU086,Electronics,North,170
2025-11-01,SKU086,Electronics,North,154
2025-12-01,SKU086,Electronics,North,192
2025-01-01,SKU087,Furniture,West,427
2025-02-01,SKU087,Furniture,West,446
2025-03-01,SKU087,Furniture,West,492
2025-04-01,SKU087,Furniture,West,502
2025-05-01,SKU087,Furniture,West,495
2025-06-01,SKU087,Furniture,West,480
2025-07-01,SKU087,Furniture,West,497
2025-08-01,SKU087,Furniture,West,445
2025-09-01,SKU087,Furniture,West,461
2025-10-01,SKU087,Furniture,West,430
2025-11-01,SKU087,Furniture,West,479
2025-12-01,SKU087,Furniture,West,509
2025-01-01,SKU088,Grocery,East,403
2025-02-01,SKU088,Grocery,East,422
2025-03-01,SKU088,Grocery,East,439
2025-04-01,SKU088,Grocery,East,454
2025-05-01,SKU088,Grocery,East,458
2025-06-01,SKU088,Grocery,East,451
2025-07-01,SKU088,Grocery,East,447
2025-08-01,SKU088,Grocery,East,424
2025-09-01,SKU088,Grocery,East,423
2025-10-01,SKU088,Grocery,East,414
2025-11-01,SKU088,Grocery,East,430
2025-12-01,SKU088,Grocery,East,429
2025-01-01,SKU089,Clothing,South,274
2025-02-01,SKU089,Clothing,South,325
2025-03-01,SKU089,Clothing,South,346
2025-04-01,SKU089,Clothing,South,330
2025-05-01,SKU089,Clothing,South,335
2025-06-01,SKU089,Clothing,South,334
2025-07-01,SKU089,Clothing,South,321
2025-08-01,SKU089,Clothing,South,289
2025-09-01,SKU089,Clothing,South,307
2025-10-01,SKU089,Clothing,South,278
2025-11-01,SKU089,Clothing,South,304
2025-12-01,SKU089,Clothing,South,336
2025-01-01,SKU090,Home,North,423
2025-02-01,SKU090,Home,North,442
2025-03-01,SKU090,Home,North,488
2025-04-01,SKU090,Home,North,488
2025-05-01,SKU090,Home,North,499
2025-06-01,SKU090,Home,North,474
2025-07-01,SKU090,Home,North,470
2025-08-01,SKU090,Home,North,479
2025-09-01,SKU090,Home,North,457
2025-10-01,SKU090,Home,North,450
2025-11-01,SKU090,Home,North,455
2025-12-01,SKU090,Home,North,488
2025-01-01,SKU091,Electronics,West,414
2025-02-01,SKU091,Electronics,West,438
2025-03-01,SKU091,Electronics,West,466
2025-04-01,SKU091,Electronics,West,486
2025-05-01,SKU091,Electronics,West,455
2025-06-01,SKU091,Electronics,West,481
2025-07-01,SKU091,Electronics,West,460
2025-08-01,SKU091,Electronics,West,427
2025-09-01,SKU091,Electronics,West,441
2025-10-01,SKU091,Electronics,West,427
2025-11-01,SKU091,Electronics,West,443
2025-12-01,SKU091,Electronics,West,466
2025-01-01,SKU092,Furniture,East,418
2025-02-01,SKU092,Furniture,East,440
2025-03-01,SKU092,Furniture,East,454
2025-04-01,SKU092,Furniture,East,479
2025-05-01,SKU092,Furniture,East,482
2025-06-01,SKU092,Furniture,East,461
2025-07-01,SKU092,Furniture,East,434
2025-08-01,SKU092,Furniture,East,426
2025-09-01,SKU092,Furniture,East,411
2025-10-01,SKU092,Furniture,East,442
2025-11-01,SKU092,Furniture,East,458
2025-12-01,SKU092,Furniture,East,486
2025-01-01,SKU093,Grocery,South,211
2025-02-01,SKU093,Grocery,South,256
2025-03-01,SKU093,Grocery,South,232
2025-04-01,SKU093,Grocery,South,255
2025-05-01,SKU093,Grocery,South,245
2025-06-01,SKU093,Grocery,South,249
2025-07-01,SKU093,Grocery,South,251
2025-08-01,SKU093,Grocery,South,232
2025-09-01,SKU093,Grocery,South,248
2025-10-01,SKU093,Grocery,South,254
2025-11-01,SKU093,Grocery,South,216
2025-12-01,SKU093,Grocery,South,249
2025-01-01,SKU094,Clothing,North,341
2025-02-01,SKU094,Clothing,North,389
2025-03-01,SKU094,Clothing,North,379
2025-04-01,SKU094,Clothing,North,415
2025-05-01,SKU094,Clothing,North,443
2025-06-01,SKU094,Clothing,North,421
2025-07-01,SKU094,Clothing,North,406
2025-08-01,SKU094,Clothing,North,413
2025-09-01,SKU094,Clothing,North,379
2025-10-01,SKU094,Clothing,North,399
2025-11-01,SKU094,Clothing,North,397
2025-12-01,SKU094,Clothing,North,423
2025-01-01,SKU095,Home,West,121
2025-02-01,SKU095,Home,West,136
2025-03-01,SKU095,Home,West,127
2025-04-01,SKU095,Home,West,150
2025-05-01,SKU095,Home,West,141
2025-06-01,SKU095,Home,West,137
2025-07-01,SKU095,Home,West,148
2025-08-01,SKU095,Home,West,157
2025-09-01,SKU095,Home,West,149
2025-10-01,SKU095,Home,West,119
2025-11-01,SKU095,Home,West,131
2025-12-01,SKU095,Home,West,162
2025-01-01,SKU096,Electronics,East,212
2025-02-01,SKU096,Electronics,East,242
2025-03-01,SKU096,Electronics,East,232
2025-04-01,SKU096,Electronics,East,252
2025-05-01,SKU096,Electronics,East,259
2025-06-01,SKU096,Electronics,East,236
2025-07-01,SKU096,Electronics,East,226
2025-08-01,SKU096,Electronics,East,227
2025-09-01,SKU096,Electronics,East,218
2025-10-01,SKU096,Electronics,East,238
2025-11-01,SKU096,Electronics,East,219
2025-12-01,SKU096,Electronics,East,245
2025-01-01,SKU097,Furniture,South,234
2025-02-01,SKU097,Furniture,South,240
2025-03-01,SKU097,Furniture,South,245
2025-04-01,SKU097,Furniture,South,261
2025-05-01,SKU097,Furniture,South,264
2025-06-01,SKU097,Furniture,South,239
2025-07-01,SKU097,Furniture,South,260
2025-08-01,SKU097,Furniture,South,235
2025-09-01,SKU097,Furniture,South,230
2025-10-01,SKU097,Furniture,South,243
2025-11-01,SKU097,Furniture,South,250
2025-12-01,SKU097,Furniture,South,247
2025-01-01,SKU098,Grocery,North,137
2025-02-01,SKU098,Grocery,North,144
2025-03-01,SKU098,Grocery,North,158
2025-04-01,SKU098,Grocery,North,157
2025-05-01,SKU098,Grocery,North,145
2025-06-01,SKU098,Grocery,North,154
2025-07-01,SKU098,Grocery,North,131
2025-08-01,SKU098,Grocery,North,137
2025-09-01,SKU098,Grocery,North,143
2025-10-01,SKU098,Grocery,North,133
2025-11-01,SKU098,Grocery,North,171
2025-12-01,SKU098,Grocery,North,127
2025-01-01,SKU099,Clothing,West,230
2025-02-01,SKU099,Clothing,West,243
2025-03-01,SKU099,Clothing,West,270
2025-04-01,SKU099,Clothing,West,294
2025-05-01,SKU099,Clothing,West,262
2025-06-01,SKU099,Clothing,West,248
2025-07-01,SKU099,Clothing,West,255
2025-08-01,SKU099,Clothing,West,279
2025-09-01,SKU099,Clothing,West,233
2025-10-01,SKU099,Clothing,West,263
2025-11-01,SKU099,Clothing,West,271
2025-12-01,SKU099,Clothing,West,259
2025-01-01,SKU100,Home,East,325
2025-02-01,SKU100,Home,East,357
2025-03-01,SKU100,Home,East,370
2025-04-01,SKU100,Home,East,370
2025-05-01,SKU100,Home,East,367
2025-06-01,SKU100,Home,East,380
2025-07-01,SKU100,Home,East,372
2025-08-01,SKU100,Home,East,367
2025-09-01,SKU100,Home,East,319
2025-10-01,SKU100,Home,East,325
2025-11-01,SKU100,Home,East,365
2025-12-01,SKU100,Home,East,352
