date,quantity_sold
2014-11-27,21844
2014-11-28,26354
2014-11-29,34456
2014-11-30,35805
2014-12-01,34305
2014-12-02,30569
2014-12-03,32605
2014-12-04,31516
2014-12-05,36963
2014-12-06,43815
2014-12-07,42527
2014-12-08,33114
2014-12-09,32667
2014-12-10,31898
2014-12-11,26115
2014-12-12,33502
2014-12-13,40036
2014-12-14,42006
2014-12-15,34127
2014-12-16,29936
2014-12-17,30152
2014-12-18,32367
2014-12-19,29834
2014-12-20,38421
2014-12-21,38488
2014-12-22,33736
2014-12-23,34862
2014-12-24,29617
2014-12-25,20
2014-12-26,32909
2014-12-27,32594
2014-12-28,31894
2014-12-29,29990
2014-12-30,29417
2014-12-31,33450
2015-01-01,26452
2015-01-02,39633
2015-01-03,41085
2015-01-04,39647
2015-01-05,34691
2015-01-06,32682
2015-01-07,29165
2015-01-08,29029
2015-01-09,34385
2015-01-10,43946
2015-01-11,45066
2015-01-12,35574
2015-01-13,30324
2015-01-14,31059
2015-01-15,33063
2015-01-16,34889
2015-01-17,45169
2015-01-18,40724
2015-01-19,34412
2015-01-20,28363
2015-01-21,28109
2015-01-22,25795
2015-01-23,32221
2015-01-24,42181
2015-01-25,42623
2015-01-26,30358
2015-01-27,27873
2015-01-28,28104
2015-01-29,28225
2015-01-30,37440
2015-01-31,50828
2015-02-01,40385
2015-02-02,35006
2015-02-03,37405
2015-02-04,33992
2015-02-05,34647
2015-02-06,36809
2015-02-07,50836
2015-02-08,49719
2015-02-09,39170
2015-02-10,35464
2015-02-11,35701
2015-02-12,38570
2015-02-13,36936
2015-02-14,41614
2015-02-15,44007
2015-02-16,37147
2015-02-17,30697
2015-02-18,28505
2015-02-19,28808
2015-02-20,33119
2015-02-21,42109
2015-02-22,43759
2015-02-23,31522
2015-02-24,29780
2015-02-25,29227
2015-02-26,29223
2015-02-27,33566
2015-02-28,44154
2015-03-01,45186
2015-03-02,35398
2015-03-03,34387
2015-03-04,31774
2015-03-05,32819
2015-03-06,35937
2015-03-07,44229
2015-03-08,47379
2015-03-09,36020
2015-03-10,33597
2015-03-11,32891
2015-03-12,34391
2015-03-13,36623
2015-03-14,44471
2015-03-15,48827
2015-03-16,35495
2015-03-17,31412
2015-03-18,29947
2015-03-19,29369
2015-03-20,32999
2015-03-21,41982
2015-03-22,44014
2015-03-23,32338
2015-03-24,26841
2015-03-25,31995
2015-03-26,29902
2015-03-27,32535
2015-03-28,41531
2015-03-29,42583
2015-03-30,31899
2015-03-31,30956
2015-04-01,35060
2015-04-02,33817
2015-04-03,44108
2015-04-04,48419
2015-04-05,41636
2015-04-06,36215
2015-04-07,33911
2015-04-08,34149
2015-04-09,34437
2015-04-10,36853
2015-04-11,45272
2015-04-12,47180
2015-04-13,34494
2015-04-14,33597
2015-04-15,34690
2015-04-16,31431
2015-04-17,33059
2015-04-18,42516
2015-04-19,44359
2015-04-20,33118
2015-04-21,30227
2015-04-22,30382
2015-04-23,30658
2015-04-24,34423
2015-04-25,43598
2015-04-26,43406
2015-04-27,33444
2015-04-28,29750
2015-04-29,28667
2015-04-30,30553
2015-05-01,40976
2015-05-02,47052
2015-05-03,49102
2015-05-04,38169
2015-05-05,35089
2015-05-06,35296
2015-05-07,33321
2015-05-08,37424
2015-05-09,47269
2015-05-10,38030
2015-05-11,37192
2015-05-12,35033
2015-05-13,33685
2015-05-14,32054
2015-05-15,37764
2015-05-16,44336
2015-05-17,44493
2015-05-18,34296
2015-05-19,30671
2015-05-20,31158
2015-05-21,30601
2015-05-22,36267
2015-05-23,39975
2015-05-24,37426
2015-05-25,37817
2015-05-26,30879
2015-05-27,30097
2015-05-28,30216
2015-05-29,32925
2015-05-30,40938
2015-05-31,43463
2015-06-01,38654
2015-06-02,37424
2015-06-03,37990
2015-06-04,34922
2015-06-05,39889
2015-06-06,47507
2015-06-07,48426
2015-06-08,39922
2015-06-09,38184
2015-06-10,35176
2015-06-11,35585
2015-06-12,40282
2015-06-13,44853
2015-06-14,48981
2015-06-15,47580
2015-06-16,31698
2015-06-17,31478
2015-06-18,34425
2015-06-19,37829
2015-06-20,44255
2015-06-21,41413
2015-06-22,34846
2015-06-23,33071
2015-06-24,31622
2015-06-25,32376
2015-06-26,35945
2015-06-27,42213
2015-06-28,42946
2015-06-29,33928
2015-06-30,32179
2015-07-01,38077
2015-07-02,41844
2015-07-03,54154
2015-07-04,37489
2015-07-05,43532
2015-07-06,41538
2015-07-07,37355
2015-07-08,36049
2015-07-09,38210
2015-07-10,39895
2015-07-11,47405
2015-07-12,49594
2015-07-13,39058
2015-07-14,36831
2015-07-15,38095
2015-07-16,37478
2015-07-17,41847
2015-07-18,45660
2015-07-19,47784
2015-07-20,37547
2015-07-21,34138
2015-07-22,33376
2015-07-23,34195
2015-07-24,38441
2015-07-25,42624
2015-07-26,44192
2015-07-27,36126
2015-07-28,32955
2015-07-29,31593
2015-07-30,33587
2015-07-31,41478
2015-08-01,49150
2015-08-02,51541
2015-08-03,45257
2015-08-04,37658
2015-08-05,38279
2015-08-06,37798
2015-08-07,40137
2015-08-08,48104
2015-08-09,51961
2015-08-10,38324
2015-08-11,36449
2015-08-12,37351
2015-08-13,36055
2015-08-14,40762
2015-08-15,48436
2015-08-16,50540
2015-08-17,39112
2015-08-18,35245
2015-08-19,33707
2015-08-20,32516
2015-08-21,36963
2015-08-22,45080
2015-08-23,47596
2015-08-24,35093
2015-08-25,31295
2015-08-26,31967
2015-08-27,32076
2015-08-28,36251
2015-08-29,45236
2015-08-30,48517
2015-08-31,35885
2015-09-01,37955
2015-09-02,36590
2015-09-03,39619
2015-09-04,39270
2015-09-05,47487
2015-09-06,45248
2015-09-07,45762
2015-09-08,36169
2015-09-09,38102
2015-09-10,35693
2015-09-11,40286
2015-09-12,50103
2015-09-13,51340
2015-09-14,38071
2015-09-15,37425
2015-09-16,33645
2015-09-17,33998
2015-09-18,38689
2015-09-19,48279
2015-09-20,49979
2015-09-21,36145
2015-09-22,33518
2015-09-23,33497
2015-09-24,32967
2015-09-25,38680
2015-09-26,46636
2015-09-27,47613
2015-09-28,34262
2015-09-29,30615
2015-09-30,31270
2015-10-01,37677
2015-10-02,44376
2015-10-03,54687
2015-10-04,52895
2015-10-05,42474
2015-10-06,38855
2015-10-07,35887
2015-10-08,37819
2015-10-09,43595
2015-10-10,48787
2015-10-11,49704
2015-10-12,42240
2015-10-13,35681
2015-10-14,34248
2015-10-15,36353
2015-10-16,38422
2015-10-17,47813
2015-10-18,48964
2015-10-19,35302
2015-10-20,33104
2015-10-21,32411
2015-10-22,32770
2015-10-23,38021
2015-10-24,45006
2015-10-25,46179
2015-10-26,35092
2015-10-27,32319
2015-10-28,31267
2015-10-29,33232
2015-10-30,40514
2015-10-31,42743
2015-11-01,46994
2015-11-02,36457
2015-11-03,37997
2015-11-04,32102
2015-11-05,34675
2015-11-06,39621
2015-11-07,47341
2015-11-08,48411
2015-11-09,36915
2015-11-10,33374
2015-11-11,33338
2015-11-12,33242
2015-11-13,36195
2015-11-14,47342
2015-11-15,49755
2015-11-16,35735
2015-11-17,29174
2015-11-18,32160
2015-11-19,32365
2015-11-20,38357
2015-11-21,42793
2015-11-22,44925
2015-11-23,35140
2015-11-24,34222
2015-11-25,40124
2015-11-26,23631
2015-11-27,27581
2015-11-28,34212
2015-11-29,37782
2015-11-30,32016
2015-12-01,34818
2015-12-02,33732
2015-12-03,38029
2015-12-04,38187
2015-12-05,47025
2015-12-06,48415
2015-12-07,35408
2015-12-08,32913
2015-12-09,33690
2015-12-10,32159
2015-12-11,36343
2015-12-12,45975
2015-12-13,45133
2015-12-14,37522
2015-12-15,36130
2015-12-16,34123
2015-12-17,35454
2015-12-18,34756
2015-12-19,43488
2015-12-20,43011
2015-12-21,35522
2015-12-22,36612
2015-12-23,38752
2015-12-24,36227
2015-12-25,14
2015-12-26,38377
2015-12-27,35378
2015-12-28,29964
2015-12-29,31893
2015-12-30,34127
2015-12-31,43059
2016-01-01,32651
2016-01-02,44737
2016-01-03,44340
2016-01-04,36693
2016-01-05,35306
2016-01-06,32685
2016-01-07,35944
2016-01-08,38936
2016-01-09,52880
2016-01-10,47369
2016-01-11,37986
2016-01-12,35122
2016-01-13,32231
2016-01-14,35856
2016-01-15,41790
2016-01-16,51146
2016-01-17,45533
2016-01-18,38340
2016-01-19,31988
2016-01-20,32684
2016-01-21,31779
2016-01-22,36307
2016-01-23,48927
2016-01-24,47832
2016-01-25,34389
2016-01-26,30446
2016-01-27,31349
2016-01-28,32466
2016-01-29,37639
2016-01-30,49104
2016-01-31,50831
2016-02-01,41714
2016-02-02,34928
2016-02-03,39340
2016-02-04,35424
2016-02-05,40193
2016-02-06,55040
2016-02-07,46893
2016-02-08,36804
2016-02-09,38513
2016-02-10,39353
2016-02-11,44584
2016-02-12,44222
2016-02-13,53715
2016-02-14,48337
2016-02-15,46152
2016-02-16,37702
2016-02-17,36545
2016-02-18,36436
2016-02-19,40392
2016-02-20,50857
2016-02-21,52081
2016-02-22,37328
2016-02-23,33981
2016-02-24,34068
2016-02-25,34615
2016-02-26,37649
2016-02-27,47887
2016-02-28,50915
2016-02-29,37259
2016-03-01,36536
2016-03-02,38458
2016-03-03,41459
2016-03-04,39325
2016-03-05,52322
2016-03-06,57218
2016-03-07,40562
2016-03-08,37727
2016-03-09,37032
2016-03-10,38267
2016-03-11,40887
2016-03-12,52711
2016-03-13,51421
2016-03-14,42035
2016-03-15,40117
2016-03-16,36606
2016-03-17,35009
2016-03-18,39652
2016-03-19,46181
2016-03-20,47825
2016-03-21,37360
2016-03-22,35475
2016-03-23,34786
2016-03-24,34003
2016-03-25,45611
2016-03-26,53863
2016-03-27,46360
2016-03-28,36041
2016-03-29,33857
2016-03-30,32359
2016-03-31,34681
2016-04-01,45536
2016-04-02,52672
2016-04-03,56425
2016-04-04,40418
2016-04-05,39683
2016-04-06,39134
2016-04-07,38116
2016-04-08,43220
2016-04-09,56340
2016-04-10,53856
2016-04-11,42427
2016-04-12,39069
2016-04-13,35193
2016-04-14,37529
2016-04-15,41789
2016-04-16,48362
2016-04-17,51640
2016-04-18,38059
2016-04-19,37570
2016-04-20,35343
2016-04-21,35033
2016-04-22,40517
2016-04-23,48962
2016-04-24,49795
